CUSTOMER_SUMMARY_FUNDS_UNDER_MANAGEMENT,NUM_ACCOUNTS_WITH_INVESTMENT_OBJECTIVE_SECURE_GROWTH,NUM_ACCOUNTS_WITH_INVESTMENT_OBJECTIVE_INCOME,CUSTOMER_SUMMARY_AVERAGE_SENTIMENT_SCORE,CUSTOMER_INTERNET_BANKING_INDICATOR,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS,CUSTOMER_SUMMARY_NUMBER_OF_ACCOUNTS,NUM_ACCOUNTS_WITH_INVESTMENT_OBJECTIVE_GROWTH,CUSTOMER_FAMILY_SIZE,TARGET,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_mean,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_std,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_std_norm,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_current_vs_mean,CUSTOMER_EMPLOYMENT_STATUS_Homemaker,CUSTOMER_EMPLOYMENT_STATUS_Retired,CUSTOMER_EMPLOYMENT_STATUS_Selfemployed,CUSTOMER_EMPLOYMENT_STATUS_Unemployed,CUSTOMER_MARKET_GROUP_Gifting,CUSTOMER_MARKET_GROUP_Spending,CUSTOMER_MARKET_GROUP_Starting,CUSTOMER_EDUCATION_LEVEL_High School,CUSTOMER_EDUCATION_LEVEL_PhD,CUSTOMER_EDUCATION_LEVEL_Professional,CUSTOMER_EDUCATION_LEVEL_University,CUSTOMER_GENDER_Male,CUSTOMER_AGE_RANGE_30 to 40,CUSTOMER_AGE_RANGE_40 to 55,CUSTOMER_AGE_RANGE_55 to 65,CUSTOMER_AGE_RANGE_65 and over,CUSTOMER_MARITAL_STATUS_Married,CUSTOMER_MARITAL_STATUS_Single,CUSTOMER_URBAN_CODE_Rural,CUSTOMER_URBAN_CODE_Urban
1250000.0,0.0,0.0,3,1,2190.3210588568336,4,0.0,4,1,1824.5271844268857,344.18009986259926,0.18864070801483396,1.200486941248206,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
180000.0,0.0,0.0,3,0,1939.3585260826287,3,0.0,4,1,2185.4562860513147,522.3855296345619,0.2390281301752362,0.8873929615799656,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
150000.0,0.0,0.0,3,1,1380.387721073183,3,0.0,2,1,1658.711482762635,777.7153132983509,0.4688671425865107,0.8322048381639614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
150000.0,0.0,0.0,1,0,543.0199485630235,2,0.0,2,1,424.6442052208892,189.50468003836048,0.44626696351545625,1.2787645324879877,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1250000.0,0.0,0.0,0,0,978.9901242628875,1,0.0,2,1,494.18773902735103,360.4964544593113,0.7294726800969044,1.9810085256054986,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,0,1188.842697640497,3,0.0,2,1,1147.6963295699193,261.19482961324604,0.2275818288197581,1.0358512674567815,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
150000.0,0.0,0.0,2,1,1036.019335817085,3,0.0,4,1,1288.0771326264246,426.17851331904694,0.33086412492243944,0.80431467151708,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
80000.0,0.0,0.0,0,1,689.111949869224,1,0.0,2,1,428.24114688777325,378.85855905024044,0.8846850934422837,1.6091680000329713,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
1250000.0,0.0,0.0,2,0,1003.5630225317668,2,0.0,4,1,911.4553406686106,372.8006591851278,0.40901692332139367,1.1010556170482138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180000.0,0.0,0.0,0,1,1063.8123077536736,2,0.0,4,1,1090.2166242699386,255.7447684702424,0.2345816077070934,0.9757806697050262,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1250000.0,0.0,0.0,3,1,2382.134106224804,3,0.0,2,1,2284.6779355025974,738.5043673597039,0.3232422197823884,1.0426564152468902,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,1,827.7424467483722,4,0.0,2,1,1110.1330054226937,337.44600157877534,0.3039689838338691,0.7456245717450779,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150000.0,0.0,0.0,3,1,985.5560167807582,3,0.0,2,1,768.3378242661951,381.84188229888565,0.49697134546716565,1.2827118302057021,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,1,1404.4618780699543,3,0.0,2,1,1384.4688394148334,586.1579229320405,0.4233810875655309,1.0144409452101293,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,2,1,1740.5878076927902,4,0.0,4,1,1819.2929655448218,556.5998982074373,0.30594297276401156,0.9567386015652175,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
100000.0,0.0,0.0,2,1,1411.1581327304614,3,0.0,2,1,1858.0258421694468,306.2973741538083,0.16485097634388812,0.7594932754448567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100000.0,0.0,0.0,0,1,1008.014955332043,4,0.0,4,1,1216.0921191581851,402.18923676837886,0.3307226734162097,0.8288968733962528,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
300000.0,0.0,0.0,0,1,742.127292084913,3,0.0,2,1,548.684150488399,222.3778912591103,0.40529308357306393,1.3525582822545992,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
750000.0,0.0,0.0,2,0,1068.564762465336,2,0.0,2,1,1284.7679829482224,465.49150707886844,0.3623156190510612,0.8317180819008627,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
80000.0,0.0,0.0,3,1,1273.758241822557,3,0.0,4,1,1874.427411022172,536.4428610597012,0.28619025623785854,0.6795452490357815,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
300000.0,0.0,0.0,0,0,755.3364728474612,3,0.0,2,1,1187.0852011854279,380.83630878603975,0.3208163225400629,0.6362950798250869,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,3,1,1311.098000869053,3,0.0,4,1,1019.0822257772252,198.99092102618073,0.1952648333890977,1.2865478051774633,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
180000.0,0.0,0.0,1,1,1060.6230904870356,1,0.0,3,1,622.4231936925806,400.94815441761125,0.6441729011397388,1.7040224420217944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
300000.0,0.0,0.0,0,0,617.4283976573378,2,0.0,3,1,646.0830191835596,257.4089418908993,0.39841465299023204,0.955648700437241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
300000.0,0.0,0.0,1,1,1472.5523637684437,3,0.0,2,1,1039.116277128101,434.8198845495864,0.41845161520454394,1.4171199086961364,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
300000.0,0.0,0.0,2,1,1442.403861603438,4,0.0,2,1,1179.1267034213163,420.3804022703013,0.35651843101385033,1.2232814823192495,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,0,1,283.0435625853696,1,0.0,2,1,846.1107248646866,505.67069369393545,0.5976412765300951,0.3345230763156147,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
750000.0,0.0,0.0,0,1,2328.3635343460887,3,0.0,4,1,2108.569030386329,943.9503513543942,0.4476734400208112,1.104238704444734,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
150000.0,0.0,0.0,1,1,809.7204539623566,2,0.0,4,1,1337.0629941546003,401.40962117498816,0.30021743398020817,0.6055963387681128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100000.0,0.0,0.0,0,1,1317.59370803336,3,0.0,3,1,1035.2423897207075,312.92813974732013,0.30227523800657286,1.2727393324657297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
180000.0,0.0,0.0,0,1,0.0,1,0.0,4,1,204.8098808892255,317.52145275847914,1.550322920846848,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
100000.0,0.0,0.0,3,1,1904.1350392135623,3,0.0,4,1,1181.5792452336752,680.0074348686854,0.5755072608221073,1.611516998876356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1250000.0,0.0,0.0,3,0,1445.5267478047108,2,0.0,2,1,1574.5643257599013,808.0955964838801,0.5132185349708622,0.9180487098277705,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
180000.0,0.0,0.0,1,1,1682.8192076694058,3,0.0,2,1,1595.2108013625166,395.0771177234045,0.24766452019128601,1.0549196421137947,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
750000.0,0.0,0.0,0,0,1183.7004975041696,3,0.0,4,1,2547.006077489114,1303.2409688840594,0.5116756416100973,0.46474192109941237,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
1250000.0,0.0,0.0,1,1,3296.843132491717,4,0.0,2,1,1957.8034186757423,944.5103370247645,0.4824336948311343,1.6839500335134263,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,0,2654.462654913485,4,0.0,2,1,1453.2384145911235,799.7925262676317,0.5503519025077916,1.826584425694756,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,0,0,797.2679408180733,2,0.0,3,1,713.1581985976542,438.0661526138869,0.6142622400966503,1.1179398096885256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100000.0,0.0,0.0,1,1,500.3637877557,3,0.0,4,1,847.7606296679755,267.83667027713153,0.3159343108231264,0.5902182411462855,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
80000.0,0.0,0.0,0,0,884.9885760205851,2,0.0,2,1,1098.8623362603557,389.21778260540617,0.3542006762466632,0.8053680127324911,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1250000.0,0.0,0.0,0,0,830.1735883761132,1,0.0,3,1,349.4492816846808,288.2820563995852,0.8249610787859947,2.37566259794234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,0.0,0,0,1034.1552625362945,3,0.0,4,1,1925.8145744273081,852.6959179422106,0.4427715571712205,0.5369962800514312,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
300000.0,0.0,0.0,0,0,1413.135444027121,3,0.0,2,1,988.1902108812609,309.1144632166117,0.31280866761566645,1.4300237226261299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100000.0,0.0,0.0,2,0,2101.7687373704102,3,0.0,2,1,1880.0283167466605,171.90076626534034,0.09143520059464322,1.117945255743523,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,0,0,23.11235171228096,2,0.0,2,1,808.8135676436399,575.5895687560537,0.7116467771837085,0.02857562315579772,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
750000.0,0.0,0.0,0,1,2357.3232380167924,3,0.0,2,1,1972.9669602639826,470.6345761074861,0.23854153951190105,1.1948113098160462,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1250000.0,0.0,0.0,3,0,3045.0291202456456,4,0.0,2,1,2629.1340502904536,1023.3583803416066,0.38923781015599074,1.1581870920234159,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,3,1,778.5701889895855,2,0.0,2,1,564.0590393570614,386.88913172930313,0.6859018378116871,1.380299108187386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1250000.0,0.0,0.0,3,1,1259.4270827330315,4,0.0,4,1,1672.0327254808644,300.26368967623665,0.1795800315988929,0.7532311201449896,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
750000.0,0.0,0.0,2,0,1863.717619763746,3,0.0,2,1,1788.7387026988129,409.62550345253163,0.22900242658947165,1.04191719950589,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
80000.0,0.0,0.0,3,1,1739.9095183413842,3,0.0,2,1,2161.7737043522116,735.0678722407771,0.3400299812884645,0.8048527534766913,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
80000.0,0.0,0.0,4,1,1335.0346854382476,2,0.0,2,0,1359.0227713488084,487.69684188229866,0.3588584769615503,0.9823490184150829,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
180000.0,0.0,0.0,0,0,1882.4868299890663,3,1.0,1,0,1540.4047506635077,492.5802308648602,0.3197732483314455,1.2220728540198358,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
750000.0,0.0,0.0,2,1,1904.666410357177,4,2.0,4,0,2100.3121018039355,625.6419415971123,0.29788046312724437,0.9068492290842296,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
180000.0,0.0,0.0,1,1,1553.4879413776637,3,1.0,4,0,1186.6483432800205,469.70805873947876,0.39582750980897713,1.3091392662156844,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1250000.0,0.0,0.0,3,1,209.0425603404024,1,1.0,3,0,511.35583657882756,230.7111443245662,0.4511753417505016,0.40880057562064737,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
180000.0,0.0,1.0,5,0,326.6355362189657,2,0.0,1,0,530.0642619415152,374.58666298933633,0.706681604259271,0.6162187486901449,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
80000.0,1.0,0.0,0,1,2426.697485184691,3,0.0,4,0,2033.012869406234,501.4168980853396,0.24663734579889035,1.1936459044125172,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
180000.0,1.0,0.0,2,0,1007.642287010108,2,0.0,4,0,754.0746717663151,203.4933000311309,0.2698582881115422,1.3362632703865336,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
750000.0,0.0,1.0,3,1,799.5817730194816,1,0.0,1,0,510.63272988495345,361.1591885803063,0.7072777897759828,1.5658647129799708,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
300000.0,1.0,0.0,2,0,615.2803062152228,3,1.0,3,0,547.083877882191,104.49775465678243,0.19100865311787704,1.1246544288547236,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
300000.0,0.0,0.0,5,1,445.6144649302952,3,1.0,3,0,654.1416243745381,271.6967706085051,0.4153485430135864,0.6812201644504314,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
180000.0,2.0,0.0,3,1,641.2027215662649,4,0.0,4,0,1748.1609680032288,936.9878178475269,0.535984863520758,0.36678700262862785,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
300000.0,1.0,0.0,5,0,671.9358312916955,3,0.0,3,0,696.58629561654,242.8070220351782,0.34856703837429454,0.9646124758985867,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
150000.0,1.0,0.0,3,1,1192.9405651212762,3,1.0,3,0,667.7854299266182,326.367667635004,0.4887313394526562,1.7864129878550454,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
100000.0,1.0,0.0,4,0,410.7693972640355,3,1.0,4,0,692.421472390129,284.3475149678733,0.4106566972661186,0.5932360760652392,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
150000.0,0.0,0.0,3,0,362.0117507534182,3,1.0,4,0,831.3714429479287,421.44951228254604,0.5069328708093991,0.43543924177834925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
150000.0,0.0,0.0,0,1,706.8607542052114,1,0.0,4,0,381.8029914916562,279.1257309237168,0.7310726661234573,1.8513756307764784,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
150000.0,0.0,0.0,3,0,1131.605085423719,3,1.0,3,0,1034.8223284975281,335.2963853555287,0.32401348146628206,1.093525965048233,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1250000.0,0.0,2.0,5,0,1807.6321825704767,3,0.0,1,0,1391.1536109576725,639.7765323245252,0.45988920798192945,1.2993764084227188,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
150000.0,1.0,0.0,2,0,941.929311182814,2,0.0,4,0,877.7866829151218,337.6645291214258,0.38467720653957166,1.0730731389711623,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
80000.0,0.0,2.0,2,0,1580.6564224472754,3,0.0,1,0,1411.8896779039617,262.23653877244425,0.18573444007448991,1.1195325294776985,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1250000.0,0.0,2.0,1,0,2088.152446561128,3,0.0,1,0,985.8313040805912,650.1080241312183,0.6594515932292533,2.118164069164538,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
300000.0,0.0,1.0,0,1,563.2923899414842,3,0.0,3,0,794.1491684842905,546.8284172387584,0.6885714157233618,0.7093030028811609,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
1250000.0,1.0,0.0,3,1,477.9416718657001,2,0.0,4,0,764.5766408592186,467.3733255202521,0.6112838145238464,0.6251062958562232,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
180000.0,1.0,0.0,4,1,2264.434185029701,3,0.0,4,0,1980.0962238211293,475.68305411391435,0.24023229194183082,1.1435980523511453,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
150000.0,0.0,0.0,1,1,863.6807827797826,3,1.0,2,0,660.9794464934997,395.4967314960596,0.5983495153959361,1.3066681382630199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
300000.0,1.0,0.0,4,0,572.9241480840917,2,0.0,3,0,529.1033074086018,159.9189738697215,0.30224527352316005,1.0828209539836595,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
1250000.0,1.0,0.0,3,0,1059.2570545478227,3,1.0,4,0,977.0622282006599,152.34605768716318,0.15592257411047494,1.084124453872842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
80000.0,0.0,1.0,5,0,2006.8904483320464,3,0.0,2,0,1613.0910391094287,417.6499953823799,0.2589128482252064,1.2441272065090823,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
100000.0,0.0,0.0,1,1,861.0956342582665,3,1.0,4,0,970.6224473970345,300.06704718718447,0.3091490908662672,0.8871581700665471,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1250000.0,0.0,0.0,4,1,1264.1401446378593,3,1.0,4,0,1220.5792059675973,335.2466566914595,0.27466194332361854,1.0356887438826468,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
300000.0,1.0,0.0,0,0,410.07914986673376,3,1.0,3,0,793.9041217181333,244.95334237979264,0.30854272660743354,0.5165348543338685,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
180000.0,1.0,0.0,1,0,1693.68905049945,3,1.0,4,0,1457.858208989505,302.1467101561883,0.20725383874308137,1.1617652800908587,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
750000.0,0.0,2.0,5,1,1296.9934561815528,3,0.0,1,0,1164.8474795839827,127.78599116893216,0.10970190811124049,1.113444874898785,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
180000.0,0.0,0.0,1,1,1388.089477937508,3,1.0,4,0,1579.1764846911258,425.0260212630993,0.26914409211598095,0.8789957876107858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
150000.0,0.0,0.0,1,0,908.3160400920272,2,1.0,4,0,993.5185731271214,283.7619795349814,0.2856131603477068,0.9142416303633687,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1250000.0,0.0,2.0,3,1,1306.2970395817597,3,0.0,1,0,1598.6771139694458,483.1134406167883,0.3021957569763657,0.8171112403919268,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1250000.0,0.0,1.0,1,1,859.6761506107142,3,0.0,1,0,1316.5866867001332,723.7940167306564,0.5497503689215932,0.6529582588787902,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
180000.0,0.0,0.0,4,0,2003.80329507423,3,1.0,4,0,1879.705035155478,392.37970941372566,0.20874536274318717,1.066020071020604,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
750000.0,0.0,1.0,3,1,624.3779416217798,3,0.0,1,0,1260.6114027840288,481.33137680969423,0.3818237529397925,0.49529771049417504,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1250000.0,0.0,0.0,4,0,39.03900445013783,1,0.0,3,0,259.5493333788735,270.28706793442495,1.041370688245526,0.15041072901987074,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1250000.0,0.0,1.0,5,1,1237.4129620460135,3,0.0,1,0,1721.061739720266,640.4156782010361,0.3721049997341331,0.7189823197435888,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
180000.0,1.0,0.0,1,0,1574.7115964087875,2,0.0,4,0,1075.0503682415037,456.89188681358576,0.42499579583507263,1.464779365626,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
1250000.0,0.0,2.0,2,1,2605.5545410153145,3,0.0,1,0,1873.9744568452782,391.6992353710122,0.20902058400006904,1.3903895709451701,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
300000.0,0.0,0.0,4,0,437.24755020088,1,0.0,3,0,264.6761439688441,123.81390747165004,0.4677939825442847,1.6520096735743206,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
300000.0,1.0,0.0,0,0,773.4294273495697,3,1.0,3,0,943.2703305390983,178.98405794018902,0.18974842327320524,0.8199446142947578,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
300000.0,1.0,0.0,1,0,828.2297962158788,3,1.0,3,0,844.0136764529884,142.5368878030551,0.16887983190281206,0.9812990231349779,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
180000.0,0.0,2.0,4,1,1131.6041751600474,4,0.0,1,0,1238.3941641228562,432.27962717484905,0.34906465138345427,0.9137673674048301,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1250000.0,0.0,2.0,1,1,1385.9358189493234,3,0.0,1,0,1762.2920550381507,543.8286054508895,0.30859164569014447,0.786439350382999,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1250000.0,0.0,0.0,0,0,798.2107889831909,3,1.0,4,0,1243.9788855672891,355.76459781340253,0.28598925748740817,0.6416594350949811,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
1250000.0,0.0,1.0,1,1,1536.945718682285,3,0.0,1,0,1877.2232127389218,469.9362520402136,0.25033584117818536,0.8187335998471048,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
150000.0,0.0,0.0,3,0,675.4422895942806,1,1.0,4,0,238.9477668027089,258.3561157534549,1.08122423243558,2.826736146699251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
150000.0,0.0,0.0,2,1,491.2174158020552,3,1.0,3,0,1118.1611262419603,581.9171926959485,0.5204233799932932,0.43930825734658924,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
150000.0,0.0,0.0,4,0,844.7021351837495,2,1.0,4,0,812.8862776457685,234.88954886918054,0.288957453617563,1.0391393709217533,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
750000.0,0.0,1.0,1,1,1165.3187052214266,2,0.0,1,0,1012.8126314101696,314.09903886715915,0.3101255149531751,1.15057678891595,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
300000.0,1.0,0.0,2,0,702.6158357200778,3,1.0,3,0,863.0439008405596,166.70265358442936,0.19315663249814952,0.8141136679556704,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
100000.0,1.0,0.0,4,0,717.7019835351947,3,1.0,3,0,553.7215385537393,369.14020094190755,0.6666531374344978,1.2961424354374125,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
100000.0,1.0,0.0,4,1,382.5106349972879,2,0.0,3,0,495.849687372782,238.10539889288032,0.4801967308973447,0.7714245763146256,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1250000.0,0.0,0.0,2,1,764.8617653147592,1,0.0,1,0,601.9786759546109,269.3986611650398,0.4475219337924728,1.2705795003483307,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
150000.0,1.0,0.0,4,1,516.5884071775733,2,0.0,2,0,521.4261176409135,228.8216152648525,0.4388380396058974,0.9907221554508482,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1250000.0,0.0,0.0,1,0,902.4643797338412,2,1.0,3,0,865.3303743162696,382.0231530693906,0.441476648004228,1.0429130959917043,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
300000.0,0.0,0.0,1,0,271.1613293234085,2,1.0,3,0,470.291229279829,171.8497845438076,0.36541141710630304,0.5765817273238243,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1250000.0,0.0,0.0,2,1,1427.1270814319523,3,1.0,4,0,1021.0706263986276,232.11423680648755,0.22732436993625726,1.3976771484118666,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
80000.0,0.0,1.0,0,0,931.3824311308704,2,0.0,1,0,1099.650531462695,231.35592333549553,0.21039040742130916,0.8469803855703106,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
300000.0,0.0,0.0,0,0,860.3630313528392,3,1.0,3,0,767.7094321830024,154.11562804385883,0.20074734213649936,1.1206883689137097,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
150000.0,1.0,0.0,2,1,685.8924247632317,3,0.0,4,0,1152.5974226423389,367.23157436552384,0.3186121772887905,0.5950841215580873,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
100000.0,1.0,0.0,0,1,1476.740592038853,3,1.0,3,0,1158.0104099695627,361.16973186330296,0.31188815640508444,1.2752394791318566,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
